OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00127300, SAN DIEGO CITY COLLEGE                                                 , CA ,921014787,Public, 572 , 572 ," $1,878,681.00 ", 766 ," $1,113,428.00 "
00127500, SAN DIEGO MESA COLLEGE                                                 , CA ,921114996,Public, 398 , 398 ," $1,442,945.00 ", 443 ," $757,391.00 "
00127800, SAN FRANCISCO CONSERVATORY OF MUSIC                                    , CA ,941026011,Private-Nonprofit, 76 , 77 ," $360,750.00 ", 76 ," $181,750.00 "
00127900, SAN FRANCISCO THEOLOGICAL SEMINARY                                     , CA ,949602905,Private-Nonprofit, -   , -   , $-   , -   , $-   
00128000, SAN JOAQUIN DELTA COLLEGE                                              , CA ,952076370,Public, 757 , 770 ," $2,360,818.00 "," 1,530 "," $1,503,746.00 "
00128100, WILLIAM JESSUP UNIVERSITY                                              , CA ,957653707,Private-Nonprofit, 652 , 652 ," $2,726,443.00 ", 652 ," $1,451,206.00 "
00128200, SAN JOSE CITY COLLEGE                                                  , CA ,951282797,Public, 152 , 153 ," $536,104.00 ", 156 ," $285,681.00 "
00128400, SANTA ANA COLLEGE                                                      , CA ,927063398,Public, 159 , 160 ," $608,395.00 ", 319 ," $328,961.00 "
00128500, SANTA BARBARA CITY COLLEGE                                             , CA ,931092394,Public," 1,552 "," 1,585 "," $5,607,504.00 "," 1,958 "," $3,392,565.00 "
00128600, SANTA MONICA COLLEGE                                                   , CA ,904051644,Public, 235 , 235 ," $861,721.00 ", 255 ," $455,580.00 "
00128700, SANTA ROSA JUNIOR COLLEGE - SANTA ROSA                                 , CA ,954014395,Public, 323 , 323 ," $1,143,488.00 ", 354 ," $634,795.00 "
00128800, CLAREMONT SCHOOL OF THEOLOGY                                           , CA ,917113199,Private-Nonprofit, -   , -   , $-   , -   , $-   
00128900, SHASTA COLLEGE                                                         , CA ,960497692,Public, 283 , 283 ," $1,001,895.00 ", 338 ," $557,502.00 "
00129000, SIERRA COLLEGE                                                         , CA ,956773397,Public, 936 , 945 ," $3,591,201.00 ", 988 ," $1,926,171.00 "
00129100, SIMPSON UNIVERSITY                                                     , CA ,960038606,Private-Nonprofit, 697 , 701 ," $2,911,722.00 ", 708 ," $1,600,706.00 "
00129200, SOLANO COMMUNITY COLLEGE                                               , CA ,945343197,Public, 220 , 220 ," $812,986.00 ", 232 ," $427,133.00 "
00129300, VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA                             , CA ,926266597,Private-Nonprofit," 1,279 "," 1,292 "," $5,681,861.00 "," 1,292 "," $2,802,148.00 "
00129400, SOUTHWESTERN COMMUNITY COLLEGE DISTRICT                                , CA ,919107299,Public, 217 , 217 ," $770,331.00 ", 234 ," $413,678.00 "
00129500, SOUTHWESTERN LAW SCHOOL                                                , CA ,900101106,Private-Nonprofit, -   , -   , $-   , -   , $-   
00129600, DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY                            , CA ,947081295,Private-Nonprofit, -   , -   , $-   , -   , $-   
00130200, SAINT MARY'S COLLEGE OF CALIFORNIA                                     , CA ,945562744,Private-Nonprofit," 1,724 "," 1,724 "," $7,995,226.00 "," 1,724 "," $4,017,759.00 "
00130500, STANFORD UNIVERSITY                                                    , CA ,943051926,Private-Nonprofit, 194 , 196 ," $640,025.00 ", 178 ," $205,255.00 "
00130700, FRESNO CITY COLLEGE                                                    , CA ,937410002,Public, 410 , 411 ," $1,088,041.00 ", 507 ," $614,191.00 "
00130800, REEDLEY COLLEGE                                                        , CA ,936542099,Public, 160 , 160 ," $470,238.00 ", 202 ," $305,826.00 "
00131200," UNIVERSITY OF CALIFORNIA, BERKELEY                                     ", CA ,947201520,Public," 5,900 "," 6,906 "," $24,296,872.00 "," 6,897 "," $12,724,508.00 "
00131300," UNIVERSITY OF CALIFORNIA, DAVIS                                        ", CA ,956168558,Public," 9,818 "," 9,836 "," $42,979,188.00 "," 18,938 "," $28,214,309.00 "
00131400," UNIVERSITY OF CALIFORNIA, IRVINE                                       ", CA ,926970001,Public," 8,911 "," 9,244 "," $38,552,916.00 "," 18,088 "," $25,717,877.00 "
00131500," UNIVERSITY OF CALIFORNIA, LOS ANGELES                                  ", CA ,900959000,Public," 9,076 "," 9,271 "," $39,590,248.00 "," 16,359 "," $24,881,380.00 "
00131600," UNIVERSITY OF CALIFORNIA, RIVERSIDE                                    ", CA ,925210209,Public," 7,578 "," 7,600 "," $32,155,630.00 "," 14,622 "," $21,238,414.00 "
00131700," UNIVERSITY OF CALIFORNIA, SAN DIEGO                                    ", CA ,920930013,Public," 9,425 "," 9,705 "," $41,842,115.00 "," 18,625 "," $27,900,109.00 "
00131900," UNIVERSITY OF CALIFORNIA, SAN FRANCISCO                                ", CA ,941430246,Public, -   , -   , $-   , -   , $-   
00132000," UNIVERSITY OF CALIFORNIA, SANTA BARBARA                                ", CA ,931062030,Public," 6,890 "," 7,246 "," $30,072,654.00 "," 13,572 "," $19,281,607.00 "
00132100," UNIVERSITY OF CALIFORNIA, SANTA CRUZ                                   ", CA ,950640001,Public," 7,748 "," 8,045 "," $33,481,323.00 "," 14,474 "," $21,501,273.00 "
00132200, UNIVERSITY OF REDLANDS                                                 , CA ,923730999,Private-Nonprofit," 1,898 "," 1,898 "," $8,460,581.00 "," 2,427 "," $4,488,074.00 "
00132500, UNIVERSITY OF SAN FRANCISCO                                            , CA ,941171080,Private-Nonprofit," 2,777 "," 2,801 "," $12,980,831.00 "," 2,793 "," $6,646,147.00 "
00132600, SANTA CLARA UNIVERSITY                                                 , CA ,950534956,Private-Nonprofit," 1,537 "," 1,578 "," $6,854,349.00 "," 3,041 "," $4,535,523.00 "
00132800, UNIVERSITY OF SOUTHERN CALIFORNIA                                      , CA ,900890001,Private-Nonprofit," 6,089 "," 6,179 "," $27,491,032.00 "," 6,240 "," $14,760,406.00 "
00132900, UNIVERSITY OF THE PACIFIC                                              , CA ,952110197,Private-Nonprofit," 2,015 "," 2,043 "," $9,118,688.00 "," 2,043 "," $4,627,148.00 "
00133400, VENTURA COLLEGE                                                        , CA ,930033899,Public, 360 , 360 ," $1,298,111.00 ", 377 ," $712,158.00 "
00133800, WEST VALLEY COLLEGE                                                    , CA ,950705697,Public, 38 , 38 ," $120,625.00 ", 76 ," $67,625.00 "
00133900, CORBAN UNIVERSITY                                                      , OR ,973019392,Private-Nonprofit, 512 , 522 ," $2,193,809.00 ", 523 ," $1,152,516.00 "
00134100, WESTMONT COLLEGE                                                       , CA ,931081099,Private-Nonprofit, 603 , 613 ," $2,667,440.00 ", 612 ," $1,375,841.00 "
00134200, WHITTIER COLLEGE                                                       , CA ,906014413,Private-Nonprofit, 998 ," 1,012 "," $4,511,442.00 "," 1,019 "," $2,261,984.00 "
00134300, WOODBURY UNIVERSITY                                                    , CA ,915041052,Private-Nonprofit, 759 , 767 ," $3,507,974.00 ", 783 ," $1,785,844.00 "
00134500, ADAMS STATE UNIVERSITY                                                 , CO ,811022373,Public," 1,158 "," 1,191 "," $4,457,265.00 "," 1,204 "," $2,335,413.00 "
00134600, ARAPAHOE COMMUNITY COLLEGE                                             , CO ,801609002,Public," 2,546 "," 2,604 "," $8,350,922.00 "," 2,675 "," $4,514,474.00 "
00134700, COLORADO COLLEGE                                                       , CO ,809033294,Private-Nonprofit, 233 , 236 ," $954,901.00 ", 236 ," $485,077.00 "
00134800, COLORADO SCHOOL OF MINES                                               , CO ,804011887,Public," 1,477 "," 1,493 "," $6,373,328.00 "," 1,493 "," $3,344,139.00 "
00134900, UNIVERSITY OF NORTHERN COLORADO                                        , CO ,806390001,Public," 4,081 "," 4,101 "," $16,633,835.00 "," 4,097 "," $8,517,210.00 "
00135000, COLORADO STATE UNIVERSITY                                              , CO ,805230100,Public," 7,232 "," 7,564 "," $30,642,143.00 "," 7,745 "," $16,426,339.00 "
00135200, DENVER SEMINARY                                                        , CO ,801202192,Private-Nonprofit, -   , -   , $-   , -   , $-   
00135300, FORT LEWIS COLLEGE                                                     , CO ,813013999,Public," 1,482 "," 1,524 "," $5,647,078.00 "," 1,523 "," $3,027,871.00 "
00135400, ILIFF SCHOOL OF THEOLOGY                                               , CO ,802104798,Private-Nonprofit, -   , -   , $-   , -   , $-   
00135500, LAMAR COMMUNITY COLLEGE                                                , CO ,810523999,Public, 178 , 182 ," $622,571.00 ", 225 ," $368,209.00 "
00135800, COLORADO MESA UNIVERSITY                                               , CO ,815013122,Public," 4,097 "," 4,183 "," $15,537,993.00 "," 4,182 "," $8,076,429.00 "
00135900, COLORADO NORTHWESTERN COMMUNITY COLLEGE                                , CO ,816483598,Public, 226 , 227 ," $810,090.00 ", 232 ," $409,042.00 "
00136000, METROPOLITAN STATE UNIVERSITY OF DENVER                                , CO ,802043362,Public," 8,418 "," 8,635 "," $33,570,729.00 "," 8,631 "," $17,644,323.00 "
00136100, NORTHEASTERN JUNIOR COLLEGE                                            , CO ,807512399,Public, 520 , 522 ," $1,794,811.00 ", 532 ," $930,316.00 "
00136200, OTERO JUNIOR COLLEGE                                                   , CO ,810503346,Public, 295 , 304 ," $1,024,079.00 ", 893 ," $545,252.00 "
00136300, REGIS UNIVERSITY                                                       , CO ,802211099,Private-Nonprofit," 1,368 "," 1,388 "," $5,789,537.00 "," 1,388 "," $3,020,753.00 "
00136500, COLORADO STATE UNIVERSITY-PUEBLO                                       , CO ,810014901,Public," 2,314 "," 2,398 "," $9,161,474.00 "," 2,398 "," $4,861,844.00 "
00136800, TRINIDAD STATE JUNIOR COLLEGE                                          , CO ,810822396,Public, 276 , 282 ," $964,706.00 ", 363 ," $596,616.00 "
00137000, UNIVERSITY OF COLORADO BOULDER                                         , CO ,803090077,Public," 6,309 "," 6,460 "," $25,940,371.00 "," 6,387 "," $13,457,037.00 "
00137100, UNIVERSITY OF DENVER                                                   , CO ,802082000,Private-Nonprofit," 1,679 "," 1,713 "," $6,998,858.00 "," 3,214 "," $4,533,960.00 "
00137200, WESTERN STATE COLORADO UNIVERSITY                                      , CO ,812310000,Public, 807 , 823 ," $3,247,899.00 ", 823 ," $1,664,695.00 "
00137400, ALBERTUS MAGNUS COLLEGE                                                , CT ,065111189,Private-Nonprofit, 937 , 958 ," $3,884,477.00 "," 1,253 "," $2,021,155.00 "
00137800, CENTRAL CONNECTICUT STATE UNIVERSITY                                   , CT ,060502490,Public," 4,551 "," 4,634 "," $19,857,733.00 "," 4,631 "," $10,159,806.00 "
00137900, CONNECTICUT COLLEGE                                                    , CT ,063204196,Private-Nonprofit, 659 , 662 ," $2,847,945.00 ", 664 ," $1,437,834.00 "
00138000, WESTERN CONNECTICUT STATE UNIVERSITY                                   , CT ,068106826,Public," 2,450 "," 2,487 "," $10,292,576.00 "," 2,523 "," $5,289,941.00 "
00138500, FAIRFIELD UNIVERSITY                                                   , CT ,068245171,Private-Nonprofit," 1,652 "," 1,652 "," $7,495,483.00 "," 1,664 "," $3,775,014.00 "
00138700, HARTFORD SEMINARY                                                      , CT ,061052279,Private-Nonprofit, -   , -   , $-   , -   , $-   
00138900, HOLY APOSTLES COLLEGE & SEMINARY                                       , CT ,064162027,Private-Nonprofit, 8 , 8 ," $33,857.00 ", 8 ," $16,545.00 "
00139200, MANCHESTER COMMUNITY COLLEGE                                           , CT ,060451046,Public, 40 , 40 ," $69,198.00 ", 57 ," $48,586.00 "
00139300, MITCHELL COLLEGE                                                       , CT ,063204498,Private-Nonprofit, 488 , 496 ," $2,019,816.00 ", 496 ," $1,053,950.00 "
00139700, UNIVERSITY OF NEW HAVEN                                                , CT ,065161999,Private-Nonprofit," 2,847 "," 2,853 "," $12,312,092.00 "," 2,853 "," $6,372,095.00 "
00139800, NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE                             , CT ,060981747,Public, 17 , 19 ," $42,398.00 ", 38 ," $25,906.00 "
00139900, NORWALK COMMUNITY COLLEGE                                              , CT ,068541655,Public, 17 , 17 ," $54,563.00 ", 19 ," $30,282.00 "
00140100, POST UNIVERSITY                                                        , CT ,067233240,Proprietary," 2,835 "," 2,853 "," $10,588,618.00 "," 2,853 "," $5,455,914.00 "
00140200, QUINNIPIAC UNIVERSITY                                                  , CT ,065181908,Private-Nonprofit," 3,220 "," 3,249 "," $14,200,604.00 "," 3,252 "," $7,224,335.00 "
00140300, SACRED HEART UNIVERSITY                                                , CT ,068251000,Private-Nonprofit," 2,231 "," 2,248 "," $9,630,323.00 "," 2,244 "," $4,893,333.00 "
00140600, SOUTHERN CONNECTICUT STATE UNIVERSITY                                  , CT ,065151355,Public," 4,356 "," 4,499 "," $18,366,017.00 "," 4,501 "," $9,458,949.00 "
00140900, UNIVERSITY OF SAINT JOSEPH                                             , CT ,061172791,Private-Nonprofit, 712 , 712 ," $3,336,475.00 ", 712 ," $1,645,754.00 "
00141400, TRINITY COLLEGE                                                        , CT ,061063100,Private-Nonprofit, 500 , 501 ," $2,115,677.00 ", 501 ," $1,081,691.00 "
00141600, UNIVERSITY OF BRIDGEPORT                                               , CT ,066015650,Private-Nonprofit," 1,513 "," 1,513 "," $6,231,763.00 "," 1,673 "," $3,183,985.00 "
00141700, UNIVERSITY OF CONNECTICUT                                              , CT ,062692151,Public," 8,605 "," 8,760 "," $37,000,295.00 "," 8,691 "," $19,002,124.00 "
00142200, UNIVERSITY OF HARTFORD                                                 , CT ,061171599,Private-Nonprofit," 2,883 "," 2,888 "," $12,613,396.00 "," 2,888 "," $6,512,275.00 "
00142400, WESLEYAN UNIVERSITY                                                    , CT ,064593208,Private-Nonprofit, 913 , 917 ," $3,791,314.00 ", 918 ," $1,952,961.00 "
00142500, EASTERN CONNECTICUT STATE UNIVERSITY                                   , CT ,062262295,Public," 2,437 "," 2,463 "," $10,689,334.00 "," 2,459 "," $5,441,793.00 "
00142600, YALE UNIVERSITY                                                        , CT ,065208288,Private-Nonprofit, 193 , 202 ," $690,063.00 ", 202 ," $368,196.00 "
00142800, DELAWARE STATE UNIVERSITY                                              , DE ,199012277,Public," 2,477 "," 2,491 "," $10,140,546.00 "," 2,515 "," $5,228,976.00 "
00142900, GOLDEY-BEACOM COLLEGE                                                  , DE ,198081993,Private-Nonprofit, 263 , 264 ," $1,079,244.00 ", 268 ," $576,066.00 "
00143100, UNIVERSITY OF DELAWARE                                                 , DE ,197160099,Public," 6,309 "," 6,320 "," $26,721,059.00 "," 6,298 "," $13,666,398.00 "
00143300, WESLEY COLLEGE                                                         , DE ,199013875,Private-Nonprofit," 1,153 "," 1,157 "," $4,455,689.00 "," 1,157 "," $2,387,568.00 "
