,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00110400, PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS               , AR ,723420000,Public, 37 , 37 ," $107,247.00 ", 49 ," $74,497.00 ", 2 , 2 ," $5,003.00 ", 3 ," $2,753.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00110500, SHORTER COLLEGE                                                        , AR ,721144885,Private-Nonprofit, 303 , 305 ," $998,788.00 ", 340 ," $534,211.00 ", 305 , 305 ," $1,586,997.00 ", 341 ," $848,366.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00110600, WILLIAMS BAPTIST COLLEGE                                               , AR ,724764661,Private-Nonprofit, 275 , 276 ," $1,050,674.00 ", 276 ," $577,051.00 ", 218 , 291 ," $674,251.00 ", 291 ," $383,701.00 ", -   , -   , $-   , -   , $-   , 32 , 32 ," $211,406.00 ", 32 ," $117,623.00 ", -   , -   , $-   , -   , $-   
00110700, SOUTHERN ARKANSAS UNIVERSITY                                           , AR ,717535000,Public," 1,092 "," 1,153 "," $4,066,027.00 "," 1,275 "," $2,217,683.00 ", 929 ," 1,009 "," $3,860,843.00 "," 1,121 "," $2,112,177.00 ", 229 , 239 ," $2,698,821.00 ", 269 ," $1,562,402.00 ", 53 , 54 ," $363,985.00 ", 57 ," $199,016.00 ", 10 , 10 ," $34,279.00 ", 11 ," $20,373.00 "
00110800, UNIVERSITY OF ARKANSAS                                                 , AR ,727010000,Public," 6,002 "," 6,296 "," $24,481,746.00 "," 6,232 "," $12,847,624.00 "," 7,058 "," 7,931 "," $30,592,593.00 "," 7,845 "," $15,982,308.00 "," 1,289 "," 1,420 "," $20,033,471.00 "," 1,408 "," $10,575,353.00 ", 967 ," 1,052 "," $13,300,533.00 "," 1,051 "," $7,035,205.00 ", 125 , 138 ," $1,144,257.00 ", 138 ," $668,794.00 "
00110900, UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES                            , AR ,722057102,Public, 352 , 352 ," $1,535,129.00 ", 352 ," $828,600.00 ", 305 , 317 ," $1,666,592.00 ", 317 ," $903,042.00 "," 1,080 "," 1,080 "," $32,848,335.00 "," 1,220 "," $19,209,990.00 ", 24 , 24 ," $189,500.00 ", 24 ," $90,417.00 ", 496 , 496 ," $4,839,084.00 ", 565 ," $2,781,845.00 "
00111000, UNIVERSITY OF ARKANSAS AT FORT SMITH                                   , AR ,729047397,Public," 2,206 "," 2,270 "," $8,732,543.00 "," 2,270 "," $4,490,138.00 "," 1,219 "," 1,474 "," $5,074,993.00 "," 1,474 "," $2,682,536.00 ", -   , -   , $-   , -   , $-   , 21 , 22 ," $129,640.00 ", 22 ," $69,170.00 ", -   , -   , $-   , -   , $-   
00111100, ALLAN HANCOCK COLLEGE                                                  , CA ,934546399,Public, 143 , 143 ," $517,076.00 ", 147 ," $265,048.00 ", 124 , 124 ," $535,924.00 ", 128 ," $273,395.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00111300, ANTELOPE VALLEY COLLEGE                                                , CA ,935365426,Public," 1,800 "," 1,811 "," $6,850,374.00 "," 1,820 "," $3,453,946.00 "," 1,567 "," 1,580 "," $7,696,628.00 "," 1,584 "," $3,855,977.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $5,000.00 ", 1 ," $2,500.00 ", -   , -   , $-   , -   , $-   
00111600, ART CENTER COLLEGE OF DESIGN                                           , CA ,911031999,Private-Nonprofit, 757 , 757 ," $2,760,112.00 ", 757 ," $1,686,422.00 ", 722 , 722 ," $2,544,195.00 ", 728 ," $1,561,709.00 ", 82 , 82 ," $1,342,750.00 ", 82 ," $840,500.00 ", 154 , 156 ," $5,678,384.00 ", 168 ," $2,301,991.00 ", 58 , 60 ," $2,072,521.00 ", 65 ," $942,942.00 "
00111700, AZUSA PACIFIC UNIVERSITY                                               , CA ,917027000,Private-Nonprofit," 3,757 "," 4,198 "," $16,320,568.00 "," 4,183 "," $8,655,496.00 "," 3,662 "," 4,563 "," $15,403,370.00 "," 4,513 "," $8,408,451.00 "," 2,285 "," 2,504 "," $40,531,492.00 "," 2,475 "," $18,241,912.00 ", 955 ," 1,105 "," $13,268,525.00 "," 1,106 "," $6,861,543.00 ", 801 , 988 ," $12,490,479.00 "," 1,008 "," $4,875,691.00 "
00111800, BAKERSFIELD COLLEGE                                                    , CA ,933051299,Public, 465 , 466 ," $1,811,871.00 ", 494 ," $938,521.00 ", 391 , 394 ," $1,516,043.00 ", 422 ," $795,976.00 ", 1 , 1 ," $3,000.00 ", 2 ," $3,000.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00112000, AMERICAN BAPTIST SEMINARY OF THE WEST                                  , CA ,947043029,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 22 , 22 ," $422,841.00 ", 22 ," $216,589.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00112200, BIOLA UNIVERSITY                                                       , CA ,906390001,Private-Nonprofit," 2,326 "," 2,330 "," $10,424,622.00 "," 2,330 "," $5,461,437.00 "," 2,238 "," 2,584 "," $6,905,993.00 "," 2,584 "," $3,617,730.00 ", 485 , 565 ," $6,576,550.00 ", 565 ," $3,441,078.00 ", 529 , 577 ," $12,509,998.00 ", 577 ," $6,655,865.00 ", 32 , 35 ," $291,546.00 ", 35 ," $152,559.00 "
00112300, BROOKS INSTITUTE                                                       , CA ,931031809,Proprietary, 171 , 180 ," $648,025.00 ", 206 ," $351,125.00 ", 163 , 181 ," $766,475.00 ", 198 ," $405,715.00 ", 14 , 14 ," $208,588.00 ", 21 ," $135,521.00 ", 67 , 68 ," $1,519,737.00 ", 76 ," $826,248.00 ", 1 , 1 ," $3,384.00 ", 1 ," $3,384.00 "
00112400, CABRILLO COLLEGE                                                       , CA ,950033194,Public, 330 , 330 ," $1,244,821.00 ", 359 ," $666,900.00 ", 285 , 285 ," $1,359,000.00 ", 309 ," $713,274.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00112500, CALIFORNIA BAPTIST UNIVERSITY                                          , CA ,925043297,Private-Nonprofit," 3,971 "," 4,143 "," $17,001,556.00 "," 4,130 "," $9,041,762.00 "," 3,986 "," 4,315 "," $16,798,587.00 "," 4,296 "," $8,999,301.00 "," 1,006 "," 1,033 "," $17,937,618.00 "," 1,028 "," $6,902,422.00 ", 663 , 727 ," $12,590,501.00 ", 729 ," $6,909,569.00 ", 142 , 158 ," $1,304,947.00 ", 158 ," $805,564.00 "
00112700, CALIFORNIA COLLEGE OF THE ARTS                                         , CA ,941072206,Private-Nonprofit, 670 , 673 ," $2,984,616.00 ", 672 ," $1,554,173.00 ", 616 , 682 ," $2,448,059.00 ", 681 ," $1,290,475.00 ", 253 , 257 ," $4,109,961.00 ", 257 ," $2,167,926.00 ", 195 , 212 ," $2,601,350.00 ", 212 ," $1,382,252.00 ", 192 , 264 ," $2,994,340.00 ", 264 ," $1,569,353.00 "
00113100, CALIFORNIA INSTITUTE OF TECHNOLOGY                                     , CA ,911250001,Private-Nonprofit, 16 , 17 ," $28,582.00 ", 17 ," $9,531.00 ", 27 , 27 ," $147,134.00 ", 27 ," $50,486.00 ", 2 , 2 ," $27,500.00 ", 2 ," $9,168.00 ", 16 , 16 ," $282,281.00 ", 16 ," $105,205.00 ", 1 , 1 ," $30,638.00 ", 1 ," $10,212.00 "
00113200, CALIFORNIA INSTITUTE OF THE ARTS                                       , CA ,913552397,Private-Nonprofit, 564 , 565 ," $2,583,767.00 ", 565 ," $1,315,058.00 ", 560 , 623 ," $2,074,485.00 ", 623 ," $1,059,618.00 ", 288 , 291 ," $5,839,754.00 ", 291 ," $2,973,890.00 ", 143 , 146 ," $4,413,736.00 ", 146 ," $2,188,933.00 ", 178 , 196 ," $3,945,324.00 ", 196 ," $2,008,560.00 "
00113300, CALIFORNIA LUTHERAN UNIVERSITY                                         , CA ,913602787,Private-Nonprofit," 1,487 "," 1,489 "," $6,825,121.00 "," 1,609 "," $3,517,575.00 "," 1,461 "," 1,671 "," $6,137,624.00 "," 1,791 "," $3,184,730.00 ", 536 , 540 ," $9,780,080.00 ", 696 ," $4,671,901.00 ", 491 , 510 ," $8,745,651.00 ", 511 ," $4,521,698.00 ", 92 , 95 ," $1,526,236.00 ", 104 ," $586,518.00 "
00113400, CALIFORNIA MARITIME ACADEMY                                            , CA ,945908181,Public, 508 , 511 ," $2,224,523.00 ", 509 ," $1,130,411.00 ", 558 , 616 ," $2,443,531.00 ", 613 ," $1,245,475.00 ", 17 , 18 ," $221,203.00 ", 18 ," $100,036.00 ", 142 , 147 ," $2,017,556.00 ", 147 ," $1,041,403.00 ", -   , -   , $-   , -   , $-   
00113700," CALIFORNIA STATE UNIVERSITY, FULLERTON                                 ", CA ,928313599,Public," 9,098 "," 9,307 "," $38,173,283.00 "," 9,234 "," $19,669,169.00 "," 7,171 "," 7,412 "," $31,058,668.00 "," 7,355 "," $16,009,441.00 "," 1,736 "," 1,890 "," $24,785,767.00 "," 1,890 "," $12,860,651.00 ", 256 , 269 ," $3,399,852.00 ", 269 ," $1,705,857.00 ", 43 , 43 ," $625,622.00 ", 43 ," $312,799.00 "
00113800," CALIFORNIA STATE UNIVERSITY, EAST BAY                                  ", CA ,945423000,Public," 3,062 "," 3,109 "," $12,877,382.00 "," 3,014 "," $4,404,985.00 "," 2,545 "," 2,717 "," $11,442,932.00 "," 2,650 "," $3,989,811.00 ", 588 , 615 ," $8,837,800.00 ", 601 ," $3,127,487.00 ", 289 , 292 ," $3,449,582.00 ", 292 ," $1,175,527.00 ", 19 , 20 ," $131,669.00 ", 20 ," $44,247.00 "
00113900," CALIFORNIA STATE UNIVERSITY, LONG BEACH                                ", CA ,908400006,Public," 10,404 "," 10,517 "," $44,368,228.00 "," 10,379 "," $22,539,681.00 "," 7,729 "," 7,969 "," $33,203,081.00 "," 7,858 "," $17,028,550.00 "," 1,908 "," 2,025 "," $29,383,390.00 "," 2,014 "," $14,915,057.00 ", 258 , 267 ," $3,263,788.00 ", 268 ," $1,656,595.00 ", 40 , 41 ," $303,144.00 ", 41 ," $151,570.00 "
00114000," CALIFORNIA STATE UNIVERSITY, LOS ANGELES                               ", CA ,900324226,Public," 6,575 "," 6,822 "," $27,595,297.00 "," 11,968 "," $17,331,019.00 "," 3,109 "," 3,328 "," $15,828,730.00 "," 5,673 "," $9,990,928.00 "," 1,445 "," 1,544 "," $22,223,867.00 "," 2,623 "," $13,761,918.00 ", 76 , 80 ," $760,612.00 ", 143 ," $504,606.00 ", 56 , 60 ," $519,348.00 ", 92 ," $305,013.00 "
00114100," CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS                           ", CA ,907470001,Public," 4,316 "," 4,422 "," $18,076,800.00 "," 4,400 "," $9,460,715.00 "," 3,002 "," 3,117 "," $16,797,702.00 "," 3,105 "," $8,905,753.00 "," 1,007 "," 1,039 "," $16,684,948.00 "," 1,039 "," $8,734,602.00 ", 79 , 79 ," $668,633.00 ", 79 ," $337,005.00 ", 28 , 29 ," $367,348.00 ", 29 ," $185,306.00 "
00114200," CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO                            ", CA ,924072397,Public," 6,634 "," 6,779 "," $27,710,140.00 "," 12,146 "," $17,530,220.00 "," 4,638 "," 4,883 "," $20,381,782.00 "," 8,697 "," $12,887,363.00 "," 1,103 "," 1,166 "," $17,264,603.00 "," 1,869 "," $9,892,253.00 ", 288 , 296 ," $2,688,971.00 ", 570 ," $1,770,003.00 ", 7 , 7 ," $45,189.00 ", 14 ," $30,126.00 "
00114300, CALIFORNIA POLYTECHNIC STATE UNIVERSITY                                , CA ,934070001,Public," 4,842 "," 4,860 "," $20,158,594.00 "," 9,111 "," $13,212,686.00 "," 4,844 "," 5,201 "," $19,073,108.00 "," 9,807 "," $12,569,951.00 ", 373 , 374 ," $5,960,736.00 ", 672 ," $3,818,542.00 "," 2,152 "," 2,199 "," $30,056,800.00 "," 4,246 "," $20,078,180.00 ", 13 , 13 ," $104,949.00 ", 28 ," $72,945.00 "
00114400," CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA                        ", CA ,917682500,Public," 7,005 "," 7,030 "," $30,953,151.00 "," 6,851 "," $10,311,510.00 "," 5,680 "," 5,800 "," $24,847,149.00 "," 5,634 "," $8,272,166.00 ", 474 , 479 ," $7,909,062.00 ", 433 ," $2,594,924.00 ", 242 , 249 ," $2,759,355.00 ", 251 ," $928,981.00 ", 6 , 6 ," $65,258.00 ", 6 ," $21,753.00 "
00114600," CALIFORNIA STATE UNIVERSITY, CHICO                                     ", CA ,959290001,Public," 5,802 "," 6,493 "," $24,383,653.00 "," 6,423 "," $12,711,061.00 "," 4,853 "," 5,424 "," $16,577,012.00 "," 5,368 "," $8,789,021.00 ", 422 , 518 ," $5,732,400.00 ", 508 ," $2,922,062.00 ", 285 , 295 ," $3,491,172.00 ", 295 ," $1,798,925.00 ", 8 , 8 ," $21,076.00 ", 8 ," $10,538.00 "
00114700," CALIFORNIA STATE UNIVERSITY, FRESNO                                    ", CA ,937408026,Public," 6,029 "," 6,213 "," $25,479,896.00 "," 6,160 "," $13,009,682.00 "," 4,413 "," 4,618 "," $18,508,120.00 "," 4,585 "," $9,504,545.00 "," 1,070 "," 1,160 "," $15,106,518.00 "," 1,142 "," $8,002,255.00 ", 126 , 135 ," $1,390,874.00 ", 135 ," $704,331.00 ", 17 , 19 ," $99,793.00 ", 19 ," $52,267.00 "
00114900, HUMBOLDT STATE UNIVERSITY                                              , CA ,955218299,Public," 3,913 "," 3,956 "," $16,643,771.00 "," 4,007 "," $8,645,858.00 "," 3,060 "," 3,289 "," $11,197,763.00 "," 3,270 "," $5,874,613.00 ", 233 , 259 ," $3,221,526.00 ", 261 ," $1,646,879.00 ", 291 , 297 ," $3,685,519.00 ", 297 ," $1,886,260.00 ", 1 , 1 ," $10,360.00 ", 1 ," $5,180.00 "
00115000, CALIFORNIA STATE UNIVERSITY - SACRAMENTO                               , CA ,958196044,Public," 9,051 "," 9,085 "," $38,472,010.00 "," 9,141 "," $20,622,854.00 "," 6,662 "," 7,143 "," $30,252,504.00 "," 7,172 "," $16,457,158.00 "," 1,098 "," 1,117 "," $15,865,463.00 "," 1,143 "," $8,588,533.00 ", 875 , 902 ," $9,471,354.00 ", 902 ," $4,937,440.00 ", 14 , 18 ," $152,914.00 ", 18 ," $78,726.00 "
00115100, SAN DIEGO STATE UNIVERSITY                                             , CA ,921821690,Public," 7,529 "," 8,124 "," $31,293,290.00 "," 8,153 "," $16,084,047.00 "," 6,673 "," 7,203 "," $28,597,235.00 "," 7,205 "," $14,746,553.00 "," 1,843 "," 2,110 "," $26,411,273.00 "," 2,116 "," $13,440,644.00 "," 1,226 "," 1,272 "," $16,699,744.00 "," 1,275 "," $8,461,101.00 ", 246 , 295 ," $2,117,510.00 ", 295 ," $1,062,313.00 "
00115300," CALIFORNIA STATE UNIVERSITY, NORTHRIDGE                                ", CA ,913308307,Public," 10,386 "," 10,457 "," $44,035,914.00 "," 10,451 "," $23,022,947.00 "," 7,462 "," 7,673 "," $30,143,500.00 "," 7,619 "," $16,001,181.00 "," 2,470 "," 2,520 "," $39,196,270.00 "," 2,541 "," $20,542,646.00 ", 211 , 223 ," $2,205,591.00 ", 223 ," $1,151,223.00 ", 52 , 57 ," $429,978.00 ", 57 ," $242,704.00 "
00115400, SAN FRANCISCO STATE UNIVERSITY                                         , CA ,941321740,Public," 8,610 "," 8,610 "," $38,103,863.00 "," 8,711 "," $19,536,795.00 "," 6,821 "," 6,821 "," $28,701,870.00 "," 7,070 "," $14,722,106.00 "," 1,561 "," 1,561 "," $23,724,304.00 "," 1,704 "," $12,115,862.00 "," 1,252 "," 1,264 "," $15,713,820.00 "," 1,292 "," $7,847,624.00 ", 219 , 219 ," $1,337,566.00 ", 224 ," $688,811.00 "
00115500, SAN JOSE STATE UNIVERSITY                                              , CA ,951920036,Public," 7,864 "," 8,089 "," $32,103,720.00 "," 8,024 "," $16,791,303.00 "," 5,701 "," 6,211 "," $22,972,823.00 "," 6,154 "," $12,060,873.00 "," 1,930 "," 2,074 "," $30,055,656.00 "," 2,062 "," $15,450,927.00 ", 747 , 768 ," $9,136,807.00 ", 768 ," $4,687,888.00 ", 154 , 162 ," $975,175.00 ", 162 ," $517,762.00 "
00115600, SONOMA STATE UNIVERSITY                                                , CA ,949283609,Public," 2,790 "," 2,802 "," $11,729,890.00 "," 2,796 "," $6,128,131.00 "," 2,662 "," 2,892 "," $11,302,008.00 "," 2,875 "," $5,855,529.00 ", 295 , 302 ," $4,800,864.00 ", 303 ," $2,490,975.00 ", 732 , 746 ," $10,106,077.00 ", 746 ," $5,241,572.00 ", 4 , 4 ," $25,164.00 ", 4 ," $12,582.00 "
00115700," CALIFORNIA STATE UNIVERSITY, STANISLAUS                                ", CA ,953820299,Public," 2,772 "," 2,859 "," $11,236,150.00 "," 2,810 "," $5,992,687.00 "," 2,033 "," 2,216 "," $9,302,905.00 "," 2,180 "," $5,018,070.00 ", 513 , 562 ," $7,841,937.00 ", 551 ," $4,094,098.00 ", 181 , 189 ," $1,746,603.00 ", 189 ," $931,207.00 ", 12 , 12 ," $210,712.00 ", 12 ," $110,948.00 "
00116100, CERRITOS COMMUNITY COLLEGE                                             , CA ,906506296,Public, 711 , 711 ," $2,727,895.00 ", 671 ," $1,302,395.00 ", 143 , 143 ," $739,810.00 ", 131 ," $344,060.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00116200, CHABOT COLLEGE                                                         , CA ,945452400,Public, 152 , 152 ," $562,742.00 ", 163 ," $297,482.00 ", 122 , 122 ," $575,054.00 ", 129 ," $300,079.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00116400, CHAPMAN UNIVERSITY                                                     , CA ,928661099,Private-Nonprofit," 2,425 "," 2,425 "," $11,071,422.00 "," 2,425 "," $5,617,849.00 "," 2,218 "," 2,218 "," $7,865,792.00 "," 2,218 "," $3,994,231.00 "," 1,024 "," 1,024 "," $19,364,657.00 "," 1,025 "," $10,091,433.00 "," 1,025 "," 1,055 "," $16,133,729.00 "," 1,055 "," $8,256,938.00 ", 718 , 722 ," $17,736,615.00 ", 751 ," $8,690,916.00 "
00116500, CHURCH DIVINITY SCHOOL OF THE PACIFIC                                  , CA ,947091217,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 29 , 29 ," $535,120.00 ", 29 ," $274,865.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $6,740.00 ", 2 ," $3,371.00 "
00116600, CITRUS COMMUNITY COLLEGE                                               , CA ,917411899,Public, 230 , 230 ," $832,180.00 ", 275 ," $483,998.00 ", 187 , 190 ," $645,473.00 ", 229 ," $375,433.00 ", -   , -   , $-   , -   , $-   , 9 , 9 ," $59,175.00 ", 15 ," $45,224.00 ", -   , -   , $-   , -   , $-   
00116900, CLAREMONT GRADUATE UNIVERSITY                                          , CA ,917116163,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 960 , 978 ," $17,903,441.00 ", 974 ," $9,298,726.00 ", -   , -   , $-   , -   , $-   , 461 , 535 ," $10,495,226.00 ", 535 ," $5,996,215.00 "
00117000, CLAREMONT MCKENNA COLLEGE                                              , CA ,917116400,Private-Nonprofit, 57 , 57 ," $203,031.00 ", 57 ," $102,753.00 ", 76 , 77 ," $326,670.00 ", 77 ," $165,554.00 ", 4 , 4 ," $65,500.00 ", 4 ," $32,750.00 ", 41 , 41 ," $1,159,919.00 ", 41 ," $579,959.00 ", 2 , 2 ," $16,495.00 ", 2 ," $8,248.00 "
00117100, HARVEY MUDD COLLEGE                                                    , CA ,917115990,Private-Nonprofit, 255 , 255 ," $1,093,598.00 ", 255 ," $551,256.00 ", 237 , 237 ," $851,740.00 ", 237 ," $430,811.00 ", -   , -   , $-   , -   , $-   , 85 , 85 ," $1,696,514.00 ", 85 ," $874,084.00 ", -   , -   , $-   , -   , $-   
00117200, PITZER COLLEGE                                                         , CA ,917116101,Private-Nonprofit, 281 , 285 ," $1,104,321.00 ", 285 ," $572,586.00 ", 89 , 92 ," $417,215.00 ", 92 ," $210,681.00 ", -   , -   , $-   , -   , $-   , 48 , 49 ," $1,281,425.00 ", 49 ," $658,716.00 ", -   , -   , $-   , -   , $-   
00117300, POMONA COLLEGE                                                         , CA ,917116301,Private-Nonprofit, 54 , 54 ," $145,706.00 ", 54 ," $72,854.00 ", 114 , 114 ," $570,507.00 ", 114 ," $293,016.00 ", -   , -   , $-   , -   , $-   , 34 , 34 ," $765,627.00 ", 34 ," $414,511.00 ", -   , -   , $-   , -   , $-   
00117400, SCRIPPS COLLEGE                                                        , CA ,917113948,Private-Nonprofit, 198 , 198 ," $700,697.00 ", 198 ," $351,723.00 ", 51 , 51 ," $250,715.00 ", 51 ," $125,358.00 ", -   , -   , $-   , -   , $-   , 18 , 18 ," $441,490.00 ", 18 ," $220,745.00 ", -   , -   , $-   , -   , $-   
00117600, WEST HILLS COMMUNITY COLLEGE                                           , CA ,932101399,Public, 161 , 161 ," $565,332.00 ", 209 ," $351,565.00 ", 106 , 106 ," $352,034.00 ", 131 ," $186,396.00 ", -   , -   , $-   , -   , $-   , 5 , 5 ," $19,924.00 ", 6 ," $10,662.00 ", -   , -   , $-   , -   , $-   
00117700, COGSWELL POLYTECHNICAL COLLEGE                                         , CA ,940891210,Proprietary, 187 , 187 ," $700,877.00 ", 185 ," $365,579.00 ", 206 , 206 ," $891,347.00 ", 206 ," $460,946.00 ", 1 , 1 ," $20,500.00 ", 1 ," $10,250.00 ", 58 , 59 ," $642,962.00 ", 63 ," $328,987.00 ", -   , -   , $-   , -   , $-   
00117800, COLLEGE OF MARIN                                                       , CA ,949042590,Public, 519 , 531 ," $1,987,380.00 ", 539 ," $995,775.00 ", 451 , 462 ," $2,458,377.00 ", 468 ," $1,229,895.00 ", 2 , 2 ," $16,500.00 ", 2 ," $8,250.00 ", 1 , 1 ," $10,000.00 ", 1 ," $5,000.00 ", -   , -   , $-   , -   , $-   
00117900, NOTRE DAME DE NAMUR UNIVERSITY                                         , CA ,940021997,Private-Nonprofit, 869 , 872 ," $4,012,666.00 ", 870 ," $2,066,117.00 ", 806 , 932 ," $4,017,296.00 ", 929 ," $2,033,868.00 ", 327 , 328 ," $6,229,684.00 ", 326 ," $3,103,366.00 ", 215 , 225 ," $4,367,349.00 ", 225 ," $2,223,210.00 ", 5 , 5 ," $59,928.00 ", 5 ," $29,964.00 "
00118100, COLLEGE OF SAN MATEO                                                   , CA ,944023784,Public, 55 , 55 ," $209,131.00 ", 56 ," $106,674.00 ", 21 , 21 ," $41,432.00 ", 20 ," $20,558.00 ", -   , -   , $-   , -   , $-   , 2 , 2 ," $19,939.00 ", 2 ," $9,970.00 ", -   , -   , $-   , -   , $-   
00118300, HOLY NAMES UNIVERSITY                                                  , CA ,946191699,Private-Nonprofit, 493 , 496 ," $2,123,857.00 ", 496 ," $1,092,467.00 ", 487 , 550 ," $2,025,930.00 ", 550 ," $1,046,288.00 ", 199 , 200 ," $3,794,218.00 ", 202 ," $1,962,658.00 ", 89 , 92 ," $1,553,815.00 ", 92 ," $794,650.00 ", 22 , 25 ," $230,839.00 ", 25 ," $130,987.00 "
